entity,tier,layer,pc1,pc2,method
prisoner,T1,19,26.211894989013672,2.2013866901397705,pca_entity_mean
rabbit,T2,19,-4.095851421356201,19.957321166992188,pca_entity_mean
rat,T2,19,-6.373993873596191,15.266921043395996,pca_entity_mean
refugee,T1,19,12.048920631408691,-4.499060153961182,pca_entity_mean
river,T6,19,6.341872692108154,-14.146330833435059,pca_entity_mean
rock,T6,19,2.8647522926330566,-17.03912353515625,pca_entity_mean
salmon,T3,19,-16.48601722717285,3.6541929244995117,pca_entity_mean
seaweed,T6,19,-2.5024752616882324,-16.813383102416992,pca_entity_mean
shrimp,T4,19,-18.0145263671875,-2.5503268241882324,pca_entity_mean
snake,T3,19,-5.434846878051758,9.5263671875,pca_entity_mean
soldier,T1,19,27.419523239135742,1.3100111484527588,pca_entity_mean
squid,T4,19,-9.367727279663086,-5.054540634155273,pca_entity_mean
statue,T6,19,18.33916473388672,-9.478206634521484,pca_entity_mean
table,T6,19,12.198769569396973,-12.8770170211792,pca_entity_mean
teenager,T1,19,35.46167755126953,1.1660603284835815,pca_entity_mean
trout,T3,19,-13.930731773376465,2.6045665740966797,pca_entity_mean
tuna,T3,19,-8.874457359313965,-8.008540153503418,pca_entity_mean
whale,T2,19,-4.170376777648926,12.339049339294434,pca_entity_mean
woman,T1,19,34.27716827392578,2.16202449798584,pca_entity_mean
woodlouse,T5,19,-4.131083011627197,-9.948694229125977,pca_entity_mean
worker,T1,19,20.43831443786621,-2.7481000423431396,pca_entity_mean
zebrafish,T3,19,-13.21013355255127,2.5929434299468994,pca_entity_mean
ant,T5,20,-7.189414978027344,-9.886063575744629,pca_entity_mean
aphid,T5,20,-8.573925018310547,-10.753973007202148,pca_entity_mean
bacterium,T6,20,6.677161693572998,-15.90129566192627,pca_entity_mean
bee,T4,20,-12.716612815856934,2.973623037338257,pca_entity_mean
beetle,T5,20,-8.791099548339844,-3.5347900390625,pca_entity_mean
bumblebee,T4,20,-7.102957248687744,-6.1486897468566895,pca_entity_mean
chicken,T3,20,-10.160618782043457,17.805524826049805,pca_entity_mean
child,T1,20,27.343076705932617,5.836338043212891,pca_entity_mean
chimpanzee,T2,20,-5.657540798187256,-0.10578758269548416,pca_entity_mean
cloud,T6,20,2.874452829360962,-13.737881660461426,pca_entity_mean
cockroach,T5,20,-9.317968368530273,-0.17706532776355743,pca_entity_mean
cow,T2,20,-2.5265984535217285,23.255142211914062,pca_entity_mean
crab,T4,20,-18.42046546936035,1.7877213954925537,pca_entity_mean
crayfish,T4,20,-9.450148582458496,-7.664987087249756,pca_entity_mean
crow,T3,20,-6.973622798919678,8.373533248901367,pca_entity_mean
dog,T2,20,8.17238712310791,23.423830032348633,pca_entity_mean
dolphin,T2,20,-0.6474514603614807,0.519412100315094,pca_entity_mean
earthworm,T5,20,2.3230433464050293,-6.830961227416992,pca_entity_mean
elderly person,T1,20,28.097549438476562,-2.17611026763916,pca_entity_mean
elephant,T2,20,-1.504730463027954,16.345190048217773,pca_entity_mean
fly,T5,20,-10.544270515441895,0.08780162036418915,pca_entity_mean
frog,T3,20,-7.187803745269775,10.981616973876953,pca_entity_mean
gecko,T3,20,-4.950042724609375,-6.157127857208252,pca_entity_mean
horse,T2,20,4.617215156555176,24.89731216430664,pca_entity_mean
infant,T1,20,20.09251594543457,6.7249650955200195,pca_entity_mean
lobster,T4,20,-12.438995361328125,-4.636375427246094,pca_entity_mean
mantis shrimp,T4,20,-8.900084495544434,-7.106605529785156,pca_entity_mean
mite,T5,20,-3.4607908725738525,-11.470807075500488,pca_entity_mean
moss,T6,20,-7.9661030769348145,-18.72626304626465,pca_entity_mean
moth,T5,20,-8.184629440307617,-3.7084901332855225,pca_entity_mean
mushroom,T6,20,-8.760464668273926,-8.379570960998535,pca_entity_mean
mussel,T4,20,-15.322173118591309,-9.779267311096191,pca_entity_mean
nematode,T5,20,-11.597968101501465,-12.368102073669434,pca_entity_mean
oak tree,T6,20,5.5259199142456055,-8.850528717041016,pca_entity_mean
octopus,T4,20,-5.581088542938232,-5.185464382171631,pca_entity_mean
patient,T1,20,32.841922760009766,2.5144670009613037,pca_entity_mean
pig,T2,20,-9.528085708618164,27.87407112121582,pca_entity_mean
pigeon,T3,20,-7.652501583099365,22.217931747436523,pca_entity_mean
prisoner,T1,20,26.76826286315918,1.6622960567474365,pca_entity_mean
rabbit,T2,20,-3.276099681854248,20.099023818969727,pca_entity_mean
rat,T2,20,-5.884605884552002,14.806784629821777,pca_entity_mean
refugee,T1,20,10.676827430725098,-4.409061908721924,pca_entity_mean
river,T6,20,5.501255035400391,-14.635939598083496,pca_entity_mean
rock,T6,20,0.7146067023277283,-16.008724212646484,pca_entity_mean
salmon,T3,20,-15.074310302734375,5.449613094329834,pca_entity_mean
seaweed,T6,20,-3.5674829483032227,-16.059675216674805,pca_entity_mean
shrimp,T4,20,-17.3008975982666,-0.20334380865097046,pca_entity_mean
snake,T3,20,-5.021223068237305,9.969147682189941,pca_entity_mean
soldier,T1,20,28.53369140625,0.9778937697410583,pca_entity_mean
squid,T4,20,-9.584014892578125,-5.230127811431885,pca_entity_mean
