sentence_id,entity,tier,template_id,template_type,n_tokens,n_entity_tokens,resid_post_norm,mlp_out_norm,attn_to_mean
T17_dog,dog,T2,T17,neutral_control,7,1,78.8125,71.1875,0.0523681640625
T18_dog,dog,T2,T18,neutral_control,8,1,78.8125,71.1875,0.04803466796875
T19_dog,dog,T2,T19,neutral_control,12,1,94.8125,85.375,0.04217529296875
T20_dog,dog,T2,T20,neutral_control,8,1,78.8125,71.1875,0.045928955078125
T21_dog,dog,T2,T21,cross_framing,14,1,78.8125,71.1875,0.032623291015625
T22_dog,dog,T2,T22,cross_framing,15,1,64.875,58.375,0.0275115966796875
T23_dog,dog,T2,T23,cross_framing,17,1,58.1875,52.21875,0.018890380859375
T24_dog,dog,T2,T24,cross_framing,21,1,81.3125,71.3125,0.0169830322265625
T25_dog,dog,T2,T25,cross_framing,19,1,78.8125,71.1875,0.037261962890625
T01_dolphin,dolphin,T2,T01,pain_suffering,7,2,74.8125,68.3125,0.03765869140625
T02_dolphin,dolphin,T2,T02,pain_suffering,10,2,78.4375,67.875,0.020782470703125
T03_dolphin,dolphin,T2,T03,pain_suffering,11,2,74.8125,68.3125,0.03082275390625
T04_dolphin,dolphin,T2,T04,pain_suffering,13,2,77.375,68.3125,0.0180206298828125
T05_dolphin,dolphin,T2,T05,fear,10,2,74.8125,68.3125,0.03173828125
T06_dolphin,dolphin,T2,T06,fear,11,2,74.8125,68.3125,0.0274810791015625
T07_dolphin,dolphin,T2,T07,fear,14,2,72.75,61.0625,0.0164794921875
T08_dolphin,dolphin,T2,T08,fear,9,2,74.8125,68.3125,0.030181884765625
T09_dolphin,dolphin,T2,T09,scientific_welfare,10,2,69.4375,62.28125,0.0200958251953125
T10_dolphin,dolphin,T2,T10,scientific_welfare,13,2,70.375,61.46875,0.0202484130859375
T11_dolphin,dolphin,T2,T11,scientific_welfare,13,2,68.375,63.21875,0.0165557861328125
T12_dolphin,dolphin,T2,T12,scientific_welfare,12,2,72.75,65.375,0.025543212890625
T13_dolphin,dolphin,T2,T13,moral_consideration,11,2,74.8125,68.3125,0.0268707275390625
T14_dolphin,dolphin,T2,T14,moral_consideration,14,2,65.6875,58.375,0.0160980224609375
T15_dolphin,dolphin,T2,T15,moral_consideration,13,2,69.4375,60.8125,0.01068115234375
T16_dolphin,dolphin,T2,T16,moral_consideration,14,2,68.0,59.8125,0.0187225341796875
T17_dolphin,dolphin,T2,T17,neutral_control,8,2,74.8125,68.3125,0.034942626953125
T18_dolphin,dolphin,T2,T18,neutral_control,9,2,74.8125,68.3125,0.03326416015625
T19_dolphin,dolphin,T2,T19,neutral_control,13,2,81.3125,72.25,0.0263671875
T20_dolphin,dolphin,T2,T20,neutral_control,9,2,74.8125,68.3125,0.032958984375
T21_dolphin,dolphin,T2,T21,cross_framing,15,2,74.8125,68.3125,0.022308349609375
T22_dolphin,dolphin,T2,T22,cross_framing,16,2,66.25,56.40625,0.020477294921875
T23_dolphin,dolphin,T2,T23,cross_framing,18,2,66.0625,58.90625,0.01479339599609375
T24_dolphin,dolphin,T2,T24,cross_framing,22,2,76.9375,67.8125,0.01256561279296875
T25_dolphin,dolphin,T2,T25,cross_framing,20,2,74.8125,68.3125,0.0234832763671875
T01_elephant,elephant,T2,T01,pain_suffering,6,1,82.375,75.4375,0.061004638671875
T02_elephant,elephant,T2,T02,pain_suffering,9,1,78.6875,71.5,0.025146484375
T03_elephant,elephant,T2,T03,pain_suffering,10,1,82.375,75.4375,0.04461669921875
T04_elephant,elephant,T2,T04,pain_suffering,12,1,84.125,77.125,0.0241546630859375
T05_elephant,elephant,T2,T05,fear,9,1,82.375,75.4375,0.04656982421875
T06_elephant,elephant,T2,T06,fear,10,1,82.375,75.4375,0.040283203125
T07_elephant,elephant,T2,T07,fear,13,1,74.625,68.1875,0.019439697265625
T08_elephant,elephant,T2,T08,fear,8,1,82.375,75.4375,0.044189453125
T09_elephant,elephant,T2,T09,scientific_welfare,9,1,55.1875,51.0625,0.0211639404296875
T10_elephant,elephant,T2,T10,scientific_welfare,12,1,61.0625,56.75,0.023590087890625
T11_elephant,elephant,T2,T11,scientific_welfare,12,1,56.28125,52.625,0.0195770263671875
T12_elephant,elephant,T2,T12,scientific_welfare,11,1,63.28125,58.40625,0.03204345703125
T13_elephant,elephant,T2,T13,moral_consideration,10,1,82.375,75.4375,0.042236328125
T14_elephant,elephant,T2,T14,moral_consideration,13,1,59.78125,55.09375,0.021148681640625
T15_elephant,elephant,T2,T15,moral_consideration,12,1,73.9375,67.8125,0.0081634521484375
T16_elephant,elephant,T2,T16,moral_consideration,13,1,72.8125,67.0,0.02618408203125
T17_elephant,elephant,T2,T17,neutral_control,7,1,82.375,75.4375,0.054901123046875
T18_elephant,elephant,T2,T18,neutral_control,8,1,82.375,75.4375,0.050567626953125
T19_elephant,elephant,T2,T19,neutral_control,12,1,89.375,81.0625,0.042022705078125
T20_elephant,elephant,T2,T20,neutral_control,8,1,82.375,75.4375,0.045745849609375
T21_elephant,elephant,T2,T21,cross_framing,14,1,82.375,75.4375,0.034149169921875
T22_elephant,elephant,T2,T22,cross_framing,15,1,58.125,52.84375,0.0251007080078125
T23_elephant,elephant,T2,T23,cross_framing,17,1,66.5,61.28125,0.02099609375
T24_elephant,elephant,T2,T24,cross_framing,21,1,70.875,64.25,0.016571044921875
T25_elephant,elephant,T2,T25,cross_framing,19,1,82.375,75.4375,0.03765869140625
T01_horse,horse,T2,T01,pain_suffering,6,1,81.625,74.0625,0.056640625
T02_horse,horse,T2,T02,pain_suffering,9,1,89.8125,81.9375,0.0278472900390625
T03_horse,horse,T2,T03,pain_suffering,10,1,81.625,74.0625,0.041717529296875
T04_horse,horse,T2,T04,pain_suffering,12,1,90.0,81.75,0.0270233154296875
T05_horse,horse,T2,T05,fear,9,1,81.625,74.0625,0.044281005859375
T06_horse,horse,T2,T06,fear,10,1,81.625,74.0625,0.038909912109375
T07_horse,horse,T2,T07,fear,13,1,82.0625,74.75,0.0220794677734375
T08_horse,horse,T2,T08,fear,8,1,81.625,74.0625,0.040802001953125
T09_horse,horse,T2,T09,scientific_welfare,9,1,67.375,62.28125,0.0243377685546875
T10_horse,horse,T2,T10,scientific_welfare,12,1,69.25,63.71875,0.026336669921875
T11_horse,horse,T2,T11,scientific_welfare,12,1,66.1875,61.875,0.0207061767578125
T12_horse,horse,T2,T12,scientific_welfare,11,1,71.5,65.875,0.03448486328125
T13_horse,horse,T2,T13,moral_consideration,10,1,81.625,74.0625,0.038970947265625
T14_horse,horse,T2,T14,moral_consideration,13,1,66.25,60.90625,0.0247344970703125
T15_horse,horse,T2,T15,moral_consideration,12,1,80.875,73.5625,0.00841522216796875
T16_horse,horse,T2,T16,moral_consideration,13,1,78.875,72.625,0.0276641845703125
T17_horse,horse,T2,T17,neutral_control,7,1,81.625,74.0625,0.0513916015625
T18_horse,horse,T2,T18,neutral_control,8,1,81.625,74.0625,0.0487060546875
T19_horse,horse,T2,T19,neutral_control,12,1,92.4375,84.25,0.0430908203125
T20_horse,horse,T2,T20,neutral_control,8,1,81.625,74.0625,0.04498291015625
T21_horse,horse,T2,T21,cross_framing,14,1,81.625,74.0625,0.032562255859375
T22_horse,horse,T2,T22,cross_framing,15,1,66.375,60.28125,0.030731201171875
T23_horse,horse,T2,T23,cross_framing,17,1,70.375,64.9375,0.021759033203125
T24_horse,horse,T2,T24,cross_framing,21,1,82.4375,75.0625,0.017425537109375
T25_horse,horse,T2,T25,cross_framing,19,1,81.625,74.0625,0.03643798828125
T01_pig,pig,T2,T01,pain_suffering,6,1,66.0,59.59375,0.053314208984375
T02_pig,pig,T2,T02,pain_suffering,9,1,59.09375,52.1875,0.021514892578125
T03_pig,pig,T2,T03,pain_suffering,10,1,66.0,59.59375,0.041015625
T04_pig,pig,T2,T04,pain_suffering,12,1,63.46875,56.5625,0.02056884765625
T05_pig,pig,T2,T05,fear,9,1,66.0,59.59375,0.044097900390625
T06_pig,pig,T2,T06,fear,10,1,66.0,59.59375,0.036651611328125
T07_pig,pig,T2,T07,fear,13,1,55.75,48.6875,0.015716552734375
T08_pig,pig,T2,T08,fear,8,1,66.0,59.59375,0.040313720703125
T09_pig,pig,T2,T09,scientific_welfare,9,1,58.1875,52.625,0.0197296142578125
T10_pig,pig,T2,T10,scientific_welfare,12,1,60.03125,54.34375,0.0224761962890625
T11_pig,pig,T2,T11,scientific_welfare,12,1,56.46875,51.75,0.017608642578125
T12_pig,pig,T2,T12,scientific_welfare,11,1,56.03125,50.46875,0.027587890625
T13_pig,pig,T2,T13,moral_consideration,10,1,66.0,59.59375,0.039154052734375
T14_pig,pig,T2,T14,moral_consideration,13,1,57.5,51.5,0.020660400390625
T15_pig,pig,T2,T15,moral_consideration,12,1,58.4375,51.5625,0.00762939453125
T16_pig,pig,T2,T16,moral_consideration,13,1,61.9375,55.71875,0.0252685546875
T17_pig,pig,T2,T17,neutral_control,7,1,66.0,59.59375,0.050872802734375
T18_pig,pig,T2,T18,neutral_control,8,1,66.0,59.59375,0.04376220703125
T19_pig,pig,T2,T19,neutral_control,12,1,63.03125,56.03125,0.03302001953125
T20_pig,pig,T2,T20,neutral_control,8,1,66.0,59.59375,0.0423583984375
T21_pig,pig,T2,T21,cross_framing,14,1,66.0,59.59375,0.0302581787109375
T22_pig,pig,T2,T22,cross_framing,15,1,59.34375,53.0,0.02777099609375
T23_pig,pig,T2,T23,cross_framing,17,1,59.625,53.53125,0.020599365234375
T24_pig,pig,T2,T24,cross_framing,21,1,61.09375,54.15625,0.014190673828125
T25_pig,pig,T2,T25,cross_framing,19,1,66.0,59.59375,0.03466796875
T01_rabbit,rabbit,T2,T01,pain_suffering,6,1,73.6875,67.3125,0.05694580078125
T02_rabbit,rabbit,T2,T02,pain_suffering,9,1,68.25,61.09375,0.0233306884765625
T03_rabbit,rabbit,T2,T03,pain_suffering,10,1,73.6875,67.3125,0.04205322265625
T04_rabbit,rabbit,T2,T04,pain_suffering,12,1,87.125,78.0625,0.02655029296875
T05_rabbit,rabbit,T2,T05,fear,9,1,73.6875,67.3125,0.044891357421875
T06_rabbit,rabbit,T2,T06,fear,10,1,73.6875,67.3125,0.039581298828125
T07_rabbit,rabbit,T2,T07,fear,13,1,70.375,63.3125,0.01568603515625
T08_rabbit,rabbit,T2,T08,fear,8,1,73.6875,67.3125,0.040374755859375
T09_rabbit,rabbit,T2,T09,scientific_welfare,9,1,66.875,59.625,0.023040771484375
T10_rabbit,rabbit,T2,T10,scientific_welfare,12,1,63.53125,58.125,0.0256500244140625
T11_rabbit,rabbit,T2,T11,scientific_welfare,12,1,71.5,65.8125,0.019439697265625
T12_rabbit,rabbit,T2,T12,scientific_welfare,11,1,65.125,60.0625,0.0322265625
T13_rabbit,rabbit,T2,T13,moral_consideration,10,1,73.6875,67.3125,0.044189453125
T14_rabbit,rabbit,T2,T14,moral_consideration,13,1,62.84375,57.40625,0.0233154296875
T15_rabbit,rabbit,T2,T15,moral_consideration,12,1,59.8125,53.375,0.0072784423828125
T16_rabbit,rabbit,T2,T16,moral_consideration,13,1,71.875,65.875,0.026641845703125
T17_rabbit,rabbit,T2,T17,neutral_control,7,1,73.6875,67.3125,0.05267333984375
T18_rabbit,rabbit,T2,T18,neutral_control,8,1,73.6875,67.3125,0.047576904296875
T19_rabbit,rabbit,T2,T19,neutral_control,12,1,84.0,75.5625,0.035980224609375
T20_rabbit,rabbit,T2,T20,neutral_control,8,1,73.6875,67.3125,0.04754638671875
T21_rabbit,rabbit,T2,T21,cross_framing,14,1,73.6875,67.3125,0.03253173828125
T22_rabbit,rabbit,T2,T22,cross_framing,15,1,60.90625,55.6875,0.029205322265625
T23_rabbit,rabbit,T2,T23,cross_framing,17,1,65.8125,60.46875,0.0222930908203125
T24_rabbit,rabbit,T2,T24,cross_framing,21,1,70.625,63.8125,0.0156707763671875
T25_rabbit,rabbit,T2,T25,cross_framing,19,1,73.6875,67.3125,0.035858154296875
T01_rat,rat,T2,T01,pain_suffering,6,1,66.3125,61.46875,0.05126953125
T02_rat,rat,T2,T02,pain_suffering,9,1,63.28125,57.15625,0.0209503173828125
T03_rat,rat,T2,T03,pain_suffering,10,1,66.3125,61.46875,0.043060302734375
T04_rat,rat,T2,T04,pain_suffering,12,1,68.3125,62.71875,0.0255584716796875
T05_rat,rat,T2,T05,fear,9,1,66.3125,61.46875,0.04180908203125
T06_rat,rat,T2,T06,fear,10,1,66.3125,61.46875,0.034820556640625
T07_rat,rat,T2,T07,fear,13,1,54.78125,48.8125,0.014312744140625
T08_rat,rat,T2,T08,fear,8,1,66.3125,61.46875,0.038421630859375
T09_rat,rat,T2,T09,scientific_welfare,9,1,63.90625,60.40625,0.021331787109375
T10_rat,rat,T2,T10,scientific_welfare,12,1,64.125,59.875,0.0251922607421875
T11_rat,rat,T2,T11,scientific_welfare,12,1,71.125,68.4375,0.01849365234375
T12_rat,rat,T2,T12,scientific_welfare,11,1,54.28125,50.6875,0.03118896484375
T13_rat,rat,T2,T13,moral_consideration,10,1,66.3125,61.46875,0.037933349609375
T14_rat,rat,T2,T14,moral_consideration,13,1,47.125,43.34375,0.021087646484375
T15_rat,rat,T2,T15,moral_consideration,12,1,49.625,44.21875,0.006130218505859375
T16_rat,rat,T2,T16,moral_consideration,13,1,61.75,56.5,0.0264739990234375
T17_rat,rat,T2,T17,neutral_control,7,1,66.3125,61.46875,0.04718017578125
T18_rat,rat,T2,T18,neutral_control,8,1,66.3125,61.46875,0.043121337890625
T19_rat,rat,T2,T19,neutral_control,12,1,75.25,67.8125,0.035797119140625
T20_rat,rat,T2,T20,neutral_control,8,1,66.3125,61.46875,0.04302978515625
T21_rat,rat,T2,T21,cross_framing,14,1,66.3125,61.46875,0.027984619140625
T22_rat,rat,T2,T22,cross_framing,15,1,56.6875,52.5625,0.0261993408203125
T23_rat,rat,T2,T23,cross_framing,17,1,46.0625,38.09375,0.0187530517578125
T24_rat,rat,T2,T24,cross_framing,21,1,65.1875,58.96875,0.01546478271484375
T25_rat,rat,T2,T25,cross_framing,19,1,66.3125,61.46875,0.03070068359375
T01_whale,whale,T2,T01,pain_suffering,6,1,79.625,72.6875,0.0579833984375
T02_whale,whale,T2,T02,pain_suffering,9,1,85.25,77.6875,0.02960205078125
T03_whale,whale,T2,T03,pain_suffering,10,1,79.625,72.6875,0.048492431640625
T04_whale,whale,T2,T04,pain_suffering,12,1,79.875,73.0,0.0289459228515625
T05_whale,whale,T2,T05,fear,9,1,79.625,72.6875,0.050048828125
T06_whale,whale,T2,T06,fear,10,1,79.625,72.6875,0.04022216796875
T07_whale,whale,T2,T07,fear,13,1,71.4375,64.75,0.0231170654296875
T08_whale,whale,T2,T08,fear,8,1,79.625,72.6875,0.045074462890625
T09_whale,whale,T2,T09,scientific_welfare,9,1,73.3125,67.5625,0.028289794921875
T10_whale,whale,T2,T10,scientific_welfare,12,1,79.25,72.875,0.031890869140625
T11_whale,whale,T2,T11,scientific_welfare,12,1,70.5625,66.375,0.0234832763671875
T12_whale,whale,T2,T12,scientific_welfare,11,1,78.375,72.5,0.039520263671875
T13_whale,whale,T2,T13,moral_consideration,10,1,79.625,72.6875,0.042266845703125
T14_whale,whale,T2,T14,moral_consideration,13,1,72.4375,67.0625,0.0283660888671875
T15_whale,whale,T2,T15,moral_consideration,12,1,80.25,73.125,0.01206207275390625
T16_whale,whale,T2,T16,moral_consideration,13,1,70.9375,65.25,0.030181884765625
T17_whale,whale,T2,T17,neutral_control,7,1,79.625,72.6875,0.052276611328125
T18_whale,whale,T2,T18,neutral_control,8,1,79.625,72.6875,0.053070068359375
T19_whale,whale,T2,T19,neutral_control,12,1,87.6875,79.625,0.042327880859375
T20_whale,whale,T2,T20,neutral_control,8,1,79.625,72.6875,0.04852294921875
T21_whale,whale,T2,T21,cross_framing,14,1,79.625,72.6875,0.03375244140625
T22_whale,whale,T2,T22,cross_framing,15,1,67.125,61.28125,0.03277587890625
T23_whale,whale,T2,T23,cross_framing,17,1,71.9375,66.25,0.0248260498046875
T24_whale,whale,T2,T24,cross_framing,21,1,80.625,73.3125,0.01983642578125
T25_whale,whale,T2,T25,cross_framing,19,1,79.625,72.6875,0.0389404296875
T01_chicken,chicken,T3,T01,pain_suffering,6,1,76.6875,69.625,0.059112548828125
T02_chicken,chicken,T3,T02,pain_suffering,9,1,68.5,61.71875,0.026031494140625
T03_chicken,chicken,T3,T03,pain_suffering,10,1,76.6875,69.625,0.04351806640625
T04_chicken,chicken,T3,T04,pain_suffering,12,1,74.0625,66.9375,0.0254974365234375
T05_chicken,chicken,T3,T05,fear,9,1,76.6875,69.625,0.047821044921875
T06_chicken,chicken,T3,T06,fear,10,1,76.6875,69.625,0.03997802734375
T07_chicken,chicken,T3,T07,fear,13,1,69.6875,62.84375,0.0180206298828125
T08_chicken,chicken,T3,T08,fear,8,1,76.6875,69.625,0.04559326171875
T09_chicken,chicken,T3,T09,scientific_welfare,9,1,57.9375,53.0,0.023651123046875
T10_chicken,chicken,T3,T10,scientific_welfare,12,1,65.75,60.59375,0.025787353515625
T11_chicken,chicken,T3,T11,scientific_welfare,12,1,61.90625,57.8125,0.0196990966796875
T12_chicken,chicken,T3,T12,scientific_welfare,11,1,63.6875,58.75,0.03594970703125
T13_chicken,chicken,T3,T13,moral_consideration,10,1,76.6875,69.625,0.038482666015625
T14_chicken,chicken,T3,T14,moral_consideration,13,1,69.0,63.5625,0.021575927734375
T15_chicken,chicken,T3,T15,moral_consideration,12,1,65.0,58.375,0.00841522216796875
T16_chicken,chicken,T3,T16,moral_consideration,13,1,69.4375,63.5,0.02911376953125
T17_chicken,chicken,T3,T17,neutral_control,7,1,76.6875,69.625,0.05316162109375
T18_chicken,chicken,T3,T18,neutral_control,8,1,76.6875,69.625,0.0487060546875
T19_chicken,chicken,T3,T19,neutral_control,12,1,70.125,63.15625,0.03851318359375
T20_chicken,chicken,T3,T20,neutral_control,8,1,76.6875,69.625,0.0509033203125
T21_chicken,chicken,T3,T21,cross_framing,14,1,76.6875,69.625,0.033203125
T22_chicken,chicken,T3,T22,cross_framing,15,1,68.5625,61.90625,0.0303802490234375
T23_chicken,chicken,T3,T23,cross_framing,17,1,67.8125,62.15625,0.02069091796875
T24_chicken,chicken,T3,T24,cross_framing,21,1,69.375,62.65625,0.0168304443359375
T25_chicken,chicken,T3,T25,cross_framing,19,1,76.6875,69.625,0.03924560546875
T01_crow,crow,T3,T01,pain_suffering,6,1,54.1875,47.46875,0.04901123046875
T02_crow,crow,T3,T02,pain_suffering,9,1,51.15625,43.3125,0.0201263427734375
T03_crow,crow,T3,T03,pain_suffering,10,1,54.1875,47.46875,0.032806396484375
T04_crow,crow,T3,T04,pain_suffering,12,1,51.3125,44.15625,0.0181732177734375
T05_crow,crow,T3,T05,fear,9,1,54.1875,47.46875,0.03582763671875
T06_crow,crow,T3,T06,fear,10,1,54.1875,47.46875,0.035919189453125
T07_crow,crow,T3,T07,fear,13,1,49.625,41.9375,0.01153564453125
T08_crow,crow,T3,T08,fear,8,1,54.1875,47.46875,0.035858154296875
T09_crow,crow,T3,T09,scientific_welfare,9,1,47.53125,40.75,0.0174560546875
T10_crow,crow,T3,T10,scientific_welfare,12,1,47.9375,40.5,0.0178680419921875
T11_crow,crow,T3,T11,scientific_welfare,12,1,47.34375,41.0625,0.01529693603515625
T12_crow,crow,T3,T12,scientific_welfare,11,1,47.96875,40.34375,0.02313232421875
T13_crow,crow,T3,T13,moral_consideration,10,1,54.1875,47.46875,0.036895751953125
T14_crow,crow,T3,T14,moral_consideration,13,1,47.78125,40.125,0.0186004638671875
T15_crow,crow,T3,T15,moral_consideration,12,1,47.875,40.28125,0.005527496337890625
T16_crow,crow,T3,T16,moral_consideration,13,1,51.65625,44.125,0.0190582275390625
T17_crow,crow,T3,T17,neutral_control,7,1,54.1875,47.46875,0.041748046875
T18_crow,crow,T3,T18,neutral_control,8,1,54.1875,47.46875,0.041748046875
T19_crow,crow,T3,T19,neutral_control,12,1,53.625,46.78125,0.02899169921875
T20_crow,crow,T3,T20,neutral_control,8,1,54.1875,47.46875,0.039337158203125
T21_crow,crow,T3,T21,cross_framing,14,1,54.1875,47.46875,0.0287322998046875
T22_crow,crow,T3,T22,cross_framing,15,1,52.0625,43.53125,0.022125244140625
T23_crow,crow,T3,T23,cross_framing,17,1,50.125,42.625,0.0189208984375
T24_crow,crow,T3,T24,cross_framing,21,1,51.96875,44.03125,0.011810302734375
T25_crow,crow,T3,T25,cross_framing,19,1,54.1875,47.46875,0.030364990234375
T01_frog,frog,T3,T01,pain_suffering,6,1,88.8125,81.4375,0.061492919921875
T02_frog,frog,T3,T02,pain_suffering,9,1,92.1875,84.5,0.02630615234375
T03_frog,frog,T3,T03,pain_suffering,10,1,88.8125,81.4375,0.047882080078125
T04_frog,frog,T3,T04,pain_suffering,12,1,77.9375,71.5,0.0238037109375
T05_frog,frog,T3,T05,fear,9,1,88.8125,81.4375,0.053802490234375
T06_frog,frog,T3,T06,fear,10,1,88.8125,81.4375,0.043670654296875
T07_frog,frog,T3,T07,fear,13,1,88.1875,80.5625,0.0186614990234375
T08_frog,frog,T3,T08,fear,8,1,88.8125,81.4375,0.048370361328125
T09_frog,frog,T3,T09,scientific_welfare,9,1,78.875,74.0,0.0261383056640625
T10_frog,frog,T3,T10,scientific_welfare,12,1,84.25,74.75,0.028900146484375
T11_frog,frog,T3,T11,scientific_welfare,12,1,74.125,70.875,0.020904541015625
T12_frog,frog,T3,T12,scientific_welfare,11,1,78.3125,73.125,0.03863525390625
T13_frog,frog,T3,T13,moral_consideration,10,1,88.8125,81.4375,0.044281005859375
T14_frog,frog,T3,T14,moral_consideration,13,1,69.75,64.875,0.0217437744140625
T15_frog,frog,T3,T15,moral_consideration,12,1,88.4375,81.3125,0.00951385498046875
T16_frog,frog,T3,T16,moral_consideration,13,1,77.625,71.6875,0.0286865234375
T17_frog,frog,T3,T17,neutral_control,7,1,88.8125,81.4375,0.058502197265625
T18_frog,frog,T3,T18,neutral_control,8,1,88.8125,81.4375,0.052520751953125
T19_frog,frog,T3,T19,neutral_control,12,1,96.0625,87.25,0.0435791015625
T20_frog,frog,T3,T20,neutral_control,8,1,88.8125,81.4375,0.053192138671875
T21_frog,frog,T3,T21,cross_framing,14,1,88.8125,81.4375,0.035614013671875
T22_frog,frog,T3,T22,cross_framing,15,1,72.5,66.75,0.033721923828125
T23_frog,frog,T3,T23,cross_framing,17,1,65.3125,61.125,0.0213470458984375
T24_frog,frog,T3,T24,cross_framing,21,1,90.8125,83.125,0.0182037353515625
T25_frog,frog,T3,T25,cross_framing,19,1,88.8125,81.4375,0.04241943359375
T01_gecko,gecko,T3,T01,pain_suffering,7,2,68.5,57.1875,0.04083251953125
T02_gecko,gecko,T3,T02,pain_suffering,10,2,74.8125,63.1875,0.0214996337890625
T03_gecko,gecko,T3,T03,pain_suffering,11,2,68.5,57.1875,0.03228759765625
T04_gecko,gecko,T3,T04,pain_suffering,13,2,70.875,59.59375,0.0204010009765625
T05_gecko,gecko,T3,T05,fear,10,2,68.5,57.1875,0.03314208984375
T06_gecko,gecko,T3,T06,fear,11,2,68.5,57.1875,0.0287017822265625
T07_gecko,gecko,T3,T07,fear,14,2,71.375,58.34375,0.0164947509765625
T08_gecko,gecko,T3,T08,fear,9,2,68.5,57.1875,0.033050537109375
T09_gecko,gecko,T3,T09,scientific_welfare,10,2,66.5625,54.28125,0.0201416015625
T10_gecko,gecko,T3,T10,scientific_welfare,13,2,65.6875,55.9375,0.0212554931640625
T11_gecko,gecko,T3,T11,scientific_welfare,13,2,65.9375,57.21875,0.0168304443359375
T12_gecko,gecko,T3,T12,scientific_welfare,12,2,64.1875,54.9375,0.0261993408203125
T13_gecko,gecko,T3,T13,moral_consideration,11,2,68.5,57.1875,0.0291290283203125
T14_gecko,gecko,T3,T14,moral_consideration,14,2,63.84375,53.6875,0.0178985595703125
T15_gecko,gecko,T3,T15,moral_consideration,13,2,71.25,58.0625,0.0113525390625
T16_gecko,gecko,T3,T16,moral_consideration,14,2,67.1875,55.28125,0.0196990966796875
T17_gecko,gecko,T3,T17,neutral_control,8,2,68.5,57.1875,0.03814697265625
T18_gecko,gecko,T3,T18,neutral_control,9,2,68.5,57.1875,0.036468505859375
T19_gecko,gecko,T3,T19,neutral_control,13,2,73.75,63.84375,0.027618408203125
T20_gecko,gecko,T3,T20,neutral_control,9,2,68.5,57.1875,0.033905029296875
T21_gecko,gecko,T3,T21,cross_framing,15,2,68.5,57.1875,0.024078369140625
T22_gecko,gecko,T3,T22,cross_framing,16,2,62.59375,54.5,0.022064208984375
T23_gecko,gecko,T3,T23,cross_framing,18,2,67.5625,56.09375,0.0168304443359375
T24_gecko,gecko,T3,T24,cross_framing,22,2,74.25,61.21875,0.0133514404296875
T25_gecko,gecko,T3,T25,cross_framing,20,2,68.5,57.1875,0.0245361328125
T01_pigeon,pigeon,T3,T01,pain_suffering,7,2,70.3125,63.96875,0.04180908203125
T02_pigeon,pigeon,T3,T02,pain_suffering,10,2,65.5,58.75,0.0199127197265625
T03_pigeon,pigeon,T3,T03,pain_suffering,11,2,70.3125,63.96875,0.033599853515625
T04_pigeon,pigeon,T3,T04,pain_suffering,13,2,76.125,67.8125,0.0198822021484375
T05_pigeon,pigeon,T3,T05,fear,10,2,70.3125,63.96875,0.034759521484375
T06_pigeon,pigeon,T3,T06,fear,11,2,70.3125,63.96875,0.0296478271484375
T07_pigeon,pigeon,T3,T07,fear,14,2,67.25,60.09375,0.0156707763671875
T08_pigeon,pigeon,T3,T08,fear,9,2,70.3125,63.96875,0.033966064453125
T09_pigeon,pigeon,T3,T09,scientific_welfare,10,2,61.3125,56.34375,0.0192718505859375
T10_pigeon,pigeon,T3,T10,scientific_welfare,13,2,64.1875,59.25,0.019561767578125
T11_pigeon,pigeon,T3,T11,scientific_welfare,13,2,56.5625,52.75,0.0159912109375
T12_pigeon,pigeon,T3,T12,scientific_welfare,12,2,61.65625,56.40625,0.02337646484375
T13_pigeon,pigeon,T3,T13,moral_consideration,11,2,70.3125,63.96875,0.0299835205078125
T14_pigeon,pigeon,T3,T14,moral_consideration,14,2,59.34375,54.21875,0.016815185546875
T15_pigeon,pigeon,T3,T15,moral_consideration,13,2,66.125,59.78125,0.01053619384765625
T16_pigeon,pigeon,T3,T16,moral_consideration,14,2,64.9375,59.34375,0.020904541015625
T17_pigeon,pigeon,T3,T17,neutral_control,8,2,70.3125,63.96875,0.040771484375
T18_pigeon,pigeon,T3,T18,neutral_control,9,2,70.3125,63.96875,0.035888671875
T19_pigeon,pigeon,T3,T19,neutral_control,13,2,80.3125,72.0625,0.0274505615234375
T20_pigeon,pigeon,T3,T20,neutral_control,9,2,70.3125,63.96875,0.03607177734375
T21_pigeon,pigeon,T3,T21,cross_framing,15,2,70.3125,63.96875,0.0248260498046875
T22_pigeon,pigeon,T3,T22,cross_framing,16,2,60.25,54.53125,0.0213470458984375
T23_pigeon,pigeon,T3,T23,cross_framing,18,2,61.03125,55.90625,0.01605224609375
T24_pigeon,pigeon,T3,T24,cross_framing,22,2,71.125,63.9375,0.01312255859375
T25_pigeon,pigeon,T3,T25,cross_framing,20,2,70.3125,63.96875,0.026611328125
T01_salmon,salmon,T3,T01,pain_suffering,6,1,67.4375,61.34375,0.06121826171875
T02_salmon,salmon,T3,T02,pain_suffering,9,1,75.0,67.8125,0.0267791748046875
T03_salmon,salmon,T3,T03,pain_suffering,10,1,67.4375,61.34375,0.046844482421875
T04_salmon,salmon,T3,T04,pain_suffering,12,1,66.5625,60.8125,0.0248565673828125
T05_salmon,salmon,T3,T05,fear,9,1,67.4375,61.34375,0.049224853515625
T06_salmon,salmon,T3,T06,fear,10,1,67.4375,61.34375,0.041229248046875
